,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
0,10797460,1,9.48803557,170.53875,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,5455.0,4.467,0.927,291.93422999999996,48.141651,15.347000000000001
2,10811496,0,19.89913995,175.850252,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,5853.0,4.544,0.868,297.00482,48.134128999999994,15.436
3,10848459,0,1.7369524530000002,170.30756499999998,1.276,2.4064099999999997,8079.2,33.46,1395.0,891.96,505.6,5805.0,4.564,0.791,285.53461,48.28521,15.597000000000001
4,10854555,1,2.525591777,171.59555,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,6031.0,4.438,1.046,288.75487999999996,48.2262,15.509
5,10872983,1,11.09432054,171.20116000000002,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,6046.0,4.486000000000001,0.972,296.28612999999996,48.22467,15.714
8,6721123,0,7.36178958,132.25053,1.169,5.022,233.7,39.21,1342.0,767.22,47.7,6227.0,3.986,1.958,298.86435,42.151569,12.66
9,10910878,1,16.06864674,173.621937,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,5031.0,4.485,0.848,286.99948,48.37579,15.841
10,11446443,1,2.470613377,122.763305,0.818,1.7431900000000002,14231.0,13.04,1339.0,761.46,4304.3,5820.0,4.457,0.964,286.80847,49.316399,11.338
11,10666592,1,2.2047354169999998,121.35854170000002,0.224,3.88864,6674.7,16.1,2048.0,4148.92,5945.9,6440.0,4.019,1.952,292.24728,47.969521,10.463
12,6922244,1,3.5224984289999997,121.1194228,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,6225.0,4.169,1.451,281.28812,42.45108,13.562999999999999
13,10984090,1,3.709214104,133.98318,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,5833.0,4.407,1.022,295.64871,48.49556,12.772
14,10419211,0,11.521446064000001,170.839688,2.483,3.6399,17984.0,150.51,753.0,75.88,622.1,5795.0,4.553999999999999,0.848,297.07993,47.597401,15.472000000000001
15,10464078,0,19.40393776,172.484253,0.804,12.2155,8918.7,7.18,523.0,17.69,214.7,5043.0,4.591,0.68,289.25821,47.635319,15.487
16,10480982,0,19.221388942,184.5521637,1.065,4.798430000000001,74284.0,49.29,698.0,55.97,2317.0,6117.0,4.496,0.947,295.81453999999997,47.69035,15.341
17,10485250,0,16.46983774,180.881761,0.292,9.4378,10479.0,7.94,595.0,29.61,303.4,5152.0,4.5169999999999995,0.786,297.15442,47.668701,15.788
18,10526549,1,9.27358173,173.25815500000002,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,4856.0,4.583,0.696,288.13824,47.724449,15.302
19,10583066,1,6.02930329,171.602959,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,4537.0,4.648,0.672,283.71088,47.86327,15.784
20,10583180,0,2.6963706519999997,170.73769,0.044,3.6129,397.9,1.58,1066.0,305.34,48.2,4989.0,4.504,0.819,283.76547,47.804297999999996,15.269
21,10601284,1,5.349553819,171.80694,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,5185.0,4.44,0.91,292.37613,47.880989,15.415999999999999
25,10662202,1,21.67699193,171.53593999999998,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,4954.0,4.5,0.828,290.46512,47.92918,15.377
26,10682541,1,4.99677968,171.74208000000002,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,5339.0,4.552,0.847,297.80826,47.946671,15.860999999999999
27,11460018,1,4.280963604,171.89659,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,5644.0,4.564,0.831,294.26581,49.314091,15.356
28,11463211,0,1.50635409,170.998064,0.86,1.5155,2211.7,4.53,1452.0,1054.12,181.1,5714.0,4.563,0.831,295.66522000000003,49.351009000000005,15.525
29,11465813,0,670.645531,209.04355,0.701,53.412,18091.0,14.14,196.0,0.35,642.7,5520.0,4.466,0.983,296.69861000000003,49.316479,15.207
30,11493732,0,61.2563628,173.83826000000002,1.248,7.633,5123.3,39.87,505.0,15.43,85.3,6144.0,4.402,1.091,283.72592000000003,49.479519,15.25
34,10987985,1,16.01308419,176.3608,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,5015.0,4.499,0.826,297.02563,48.478588,15.39
35,11018648,1,32.62876672,194.1019,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,5586.0,4.56,0.798,285.71854,48.505859,15.082
37,11138155,0,4.959319244,172.2585292,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,5712.0,4.359,1.082,292.16705,48.727589,15.263
38,11152159,0,2.7012878010000003,170.69579,1.016,3.3827,860.4,6.54,1222.0,527.81,48.3,5550.0,4.468,0.91,297.92365,48.777321,15.54
39,11153539,1,4.49876511,171.34905,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,6075.0,4.486000000000001,0.969,298.45685,48.791592,15.395
40,11242721,0,19.651209505,179.401981,0.723,5.2514,11766.0,12.42,730.0,67.03,513.4,6074.0,4.391,1.063,291.0939,48.933842,15.536
41,9579641,1,5.412203927,133.143089,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,5779.0,4.3389999999999995,1.087,287.88732999999996,46.276241,12.790999999999999
42,11304958,1,41.43958662,208.93203,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,5468.0,4.367,1.046,295.55505,49.017342,15.4
43,11391957,1,8.35389523,171.63257,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,5592.0,4.582,0.787,285.49924,49.277351,15.317
44,11403044,1,4.1255434719999995,169.752585,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,6174.0,4.417,1.103,291.93616000000003,49.253979,15.505999999999998
45,11414511,1,2.816504904,170.96768459999998,0.105,2.5058700000000003,16814.0,12.21,1219.0,521.13,1406.8,5532.0,4.452,0.955,297.01547,49.225288,15.052
46,11442465,0,33.93373447,186.67608,0.812,14.561,8503.7,7.34,430.0,8.11,236.1,5040.0,4.628,0.705,284.17233,49.360721999999996,15.716
47,12110942,1,3.6899200989999996,170.36571,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,5880.0,4.518,0.917,291.62241,50.61824,15.242
48,12366084,1,4.431238488,171.015,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,5714.0,4.428,1.015,295.81616,51.121738,15.367
50,12404086,1,26.39432897,176.05459,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,5129.0,4.595,0.763,289.39972,51.25032,15.234000000000002
51,8395660,1,13.57078281,136.279194,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,5854.0,4.406000000000001,1.012,300.86397999999997,44.337551,12.882
53,11656840,0,7.442652004,169.97177969999998,0.137,2.3078,24446.0,15.03,967.0,206.78,835.6,6108.0,4.468999999999999,0.956,288.98682,49.733742,15.27
54,11754553,1,16.38489988,172.72782,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,4126.0,4.6610000000000005,0.615,286.73804,49.97575,15.095
57,11812062,1,3.7287321469999997,171.79325500000002,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,5497.0,4.577,0.809,290.78574,50.054119,15.523
58,11818800,0,40.4195037,173.56468999999998,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,5446.0,4.507,0.781,294.31686,50.080231,15.487
59,11853255,1,2.243380573,170.679233,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,4149.0,4.698,0.564,285.17621,50.149817999999996,15.135
60,11909839,0,10.405998015,177.197466,0.324,6.5036,14489.0,11.23,833.0,113.94,745.2,5746.0,4.393,0.924,289.23553,50.241001000000004,15.562000000000001
61,11918099,1,2.337437946,171.76198200000002,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,5005.0,4.595,0.765,293.83331,50.23035,15.334000000000001
64,11923270,1,11.59822233,180.395376,0.679,2.5237,2804.5,2.65,396.0,5.82,71.0,3688.0,4.79,0.473,296.22195,50.28722,15.937000000000001
65,11960862,1,6.575315881,173.634044,0.39,4.3084,2793.3,5.31,1015.0,251.38,221.1,5992.0,4.415,0.989,290.09805,50.321609,15.312000000000001
66,12020329,1,7.275040843999999,169.994217,0.547,7.5377,3001.0,4.86,833.0,113.64,312.1,5485.0,4.556,0.867,295.45529,50.49456,15.08
67,12066335,1,19.27153892,186.77093,0.031,2.7594,1219.8,1.93,393.0,5.66,37.1,4077.0,4.702,0.56,293.97336,50.531909999999996,15.385
69,12070811,1,12.3935651,178.74725,0.883,3.8896,916.6,2.66,677.0,49.68,35.8,5557.0,4.603,0.75,296.02133,50.56778,15.505
71,3120431,0,3.341913228,171.63943,1.213,3.813,725.3,21.55,1032.0,268.67,39.0,5295.0,4.551,0.811,292.31595,38.27029,15.629000000000001
72,3246984,0,1.626630225,169.820171,1.26,2.1145,1620.6,32.43,1547.0,1355.88,103.6,5735.0,4.41,0.973,294.36818999999997,38.31028,15.279000000000002
73,3342970,1,2.711504086,170.03417,0.023,3.0099,837.5,3.12,1420.0,960.79,64.5,6214.0,4.442,1.076,291.65353,38.494659000000006,15.540999999999999
75,12459725,0,14.1798187,171.50236999999998,0.1601,2.505,459.9,1.88,711.0,60.35,11.2,5799.0,4.539,0.878,291.0448,51.321671,15.727
76,12470844,1,8.47237911,174.16212,0.022,2.7245,1123.5,2.59,751.0,75.44,47.6,5354.0,4.587,0.788,296.36652000000004,51.319519,15.339
78,12644822,1,12.611904345,180.89228400000002,0.55,5.1497,6105.6,7.4,753.0,76.15,277.2,5795.0,4.508,0.919,289.11221,51.737381,15.14
79,2440757,0,1.433769925,170.403536,1.268,1.8868,1976.3,46.58,1920.0,3209.29,112.6,6017.0,4.22,1.339,290.84369,37.728828,15.122
80,2445129,0,10.31872301,173.31543,1.215,3.836,871.7,28.59,876.0,139.26,38.2,5927.0,4.409,1.06,291.84891,37.713501,15.065
81,2713049,1,2.5391831469999997,169.67494,0.238,2.4282,382.1,2.06,1332.0,743.09,38.9,5519.0,4.35,1.062,291.43997,37.905659,15.026
82,3114167,1,6.770300385,170.57662,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,5653.0,4.656000000000001,0.679,290.87051,38.273628,15.591
83,3114661,0,0.44429196600000004,169.865406,1.258,2.0792,10967.0,27.51,1836.0,2706.26,299.7,5255.0,4.678,0.636,290.99689,38.28492,15.748
84,3115833,0,10.181584004,177.141891,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,5988.0,4.541,0.836,291.28195,38.241669,15.657
85,4139816,1,20.06036336,147.46554,0.556,3.3203,1494.7,1.96,361.0,4.0,35.2,3950.0,4.754,0.493,286.07912999999996,39.27832,15.954
89,4275191,1,3.895936525,170.52755200000001,0.524,2.3111,8544.8,7.34,1005.0,241.62,370.8,5557.0,4.592,0.774,294.65524,39.308361,15.725
90,4476123,1,22.36646466,175.45862,0.4,5.228,986.8,2.32,536.0,19.45,32.1,5395.0,4.615,0.734,294.71063,39.52174,15.583
91,3351888,1,1.625522174,170.8266564,0.076,2.38963,7969.0,9.73,1579.0,1467.41,799.7,5539.0,4.322,1.106,293.87192000000005,38.422939,15.001
92,3453214,0,19.620346923,181.881819,0.458,2.0038,21725.0,13.6,643.0,40.39,340.5,5710.0,4.492,0.905,293.81619,38.563568,15.562000000000001
93,3554600,0,7.544039,171.7982,1.175,6.222,322.6,17.47,838.0,116.46,14.2,5657.0,4.567,0.824,293.94116,38.601101,15.559000000000001
94,3641726,0,9.02930689,177.20422,0.024,3.1449,1019.8,2.57,757.0,77.75,53.9,5349.0,4.526,0.82,290.33362,38.728229999999996,15.387
95,3734868,0,10.328035714,174.581054,0.281,7.7915,16918.0,13.28,843.0,119.31,636.8,5627.0,4.359,1.024,287.69675,38.886452,15.645999999999999
96,3832474,1,143.2063047,154.23552,0.379,8.9302,10566.0,8.9,308.0,2.14,138.8,5485.0,4.556,0.867,285.28362999999996,38.947281,15.402999999999999
100,3836375,0,1.540397253,170.50478999999999,1.225,2.1541,816.1,25.69,1470.0,1105.68,38.8,5663.0,4.53,0.915,286.92638999999997,38.921631,15.974
106,5287983,0,2.507089906,171.002455,1.255,2.0067,1339.2,30.26,1326.0,730.47,64.9,5926.0,4.506,0.939,295.37805,40.493401,15.555
107,5358241,1,18.64932728,174.771,0.08,4.4056,893.6,3.12,701.0,57.13,46.1,5775.0,4.405,1.053,290.46176,40.562462,15.386
108,10875245,1,4.90144976,138.60548,0.529,4.1654,140.7,1.7,1262.0,598.74,50.6,5847.0,4.191,1.402,297.02826,48.208611,12.487
112,4544670,0,34.84398644,172.633252,0.934,2.9315,4523.6,7.61,511.0,16.1,76.8,5509.0,4.482,0.871,285.92001,39.624828,15.684000000000001
113,4664847,1,7.748094238999999,174.997206,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,5973.0,4.439,1.085,294.4899,39.771439,15.67
114,4725681,1,23.96793669,186.22182,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,3747.0,4.728,0.524,283.86638999999997,39.898078999999996,15.414000000000001
116,4913852,1,8.11437482,176.33968000000002,0.573,2.2736,1558.0,2.1,460.0,10.55,56.4,3692.0,4.753,0.517,288.81201,40.033401,15.877
117,4932348,0,38.036729482,196.934947,0.501,4.34617,82872.0,27.5,500.0,14.81,1300.0,5575.0,4.521,0.932,294.14789,40.055538,15.472000000000001
118,4936180,0,4.64090031,173.64638,1.28,35.512,2450.6,30.09,1155.0,421.08,296.9,6463.0,4.5,0.826,295.11371,40.071171,15.27
119,11913073,0,3.747838198,171.66504,1.121,5.0642,616.0,13.65,1031.0,266.76,138.2,5514.0,4.569,0.826,291.06152000000003,50.265128999999995,13.495999999999999
121,5021899,1,21.81295996,174.01085,0.053,4.3791,1175.4,3.38,639.0,39.33,37.8,5601.0,4.41,0.999,294.77686,40.15374,15.54
122,5077629,0,7.91936937,172.181092,0.733,3.3148,15148.0,10.34,814.0,104.0,389.0,5690.0,4.588,0.776,283.53845,40.217999,15.805
123,5115978,0,1.0284365229999999,170.22858200000002,1.5734,1.8606,8098.0,72.77,1947.0,3400.48,89.6,6228.0,4.428,0.99,296.00699,40.295429,15.202
124,5164255,1,15.37562369,173.61401999999998,0.692,3.3169,15337.0,11.01,600.0,30.54,166.0,4986.0,4.496,0.833,283.25354,40.358189,16.422
125,5252423,1,8.10363271,176.9486,0.047,3.161,887.9,2.11,687.0,52.82,39.3,4861.0,4.574,0.732,283.22141,40.421828999999995,15.289000000000001
127,5272878,1,6.365839713,171.13575,0.524,2.9721,780.7,2.44,914.0,165.33,70.8,5776.0,4.553999999999999,0.849,291.14951,40.420521,15.09
128,5283542,0,5.97581754,174.77602,0.941,3.065,962.4,3.86,1047.0,284.25,50.3,6108.0,4.471,0.997,294.22397,40.417858,15.546
130,5651104,1,3.04033046,169.94901059999998,0.736,1.8411,10859.0,8.99,1021.0,257.29,568.2,5035.0,4.519,0.791,299.3161,40.822379999999995,15.027999999999999
131,5792202,1,15.33528675,174.00278,0.773,3.897,3081.4,5.0,610.0,32.67,86.6,5251.0,4.581,0.817,292.23676,41.085879999999996,15.855
134,5370302,0,3.9043425,173.393734,0.709,3.831,16228.0,12.28,1104.0,351.05,323.4,5810.0,4.526,0.898,294.05676,40.549679,15.015999999999998
135,5372966,0,9.286358079,171.8214689,0.377,3.49949,44791.0,17.61,796.0,95.03,1671.1,5670.0,4.523,0.821,294.74396,40.53392,15.365
136,5376067,0,3.951405455,173.276125,1.276,2.1862,2453.9,31.44,1133.0,388.71,117.2,6046.0,4.539,0.869,295.50439,40.505489000000004,15.446
137,5436502,1,23.65369415,171.37610700000002,0.008,8.2183,3341.8,7.89,731.0,67.65,266.3,5739.0,4.191,1.384,287.89713,40.637821,15.084000000000001
143,5456651,1,11.76307164,180.93613,0.048,2.9076,1037.3,2.35,616.0,33.99,48.9,4959.0,4.603,0.756,294.20215,40.66341,15.208
146,5531576,1,7.953547,174.66224,0.3,2.6312,875.4,2.25,696.0,55.37,38.4,4768.0,4.5360000000000005,0.779,291.15878,40.750271000000005,15.66
148,5534814,0,4.859386384,173.011469,1.259,2.2757,6044.3,38.33,1114.0,364.23,269.7,6072.0,4.47,0.988,292.21436,40.759762,15.311
149,6291653,1,10.526294577,176.52246200000002,0.644,2.5211,9768.0,8.24,713.0,61.16,482.3,5386.0,4.553,0.793,293.87811,41.661770000000004,15.305
150,6392727,1,4.583520948,169.973972,0.045,2.7055,3812.1,5.39,1038.0,274.98,99.5,5815.0,4.54,0.877,299.18686,41.74268,15.287
151,6422070,1,3.76181843,171.90364,0.926,3.5176,510.6,2.66,1121.0,372.62,35.9,5653.0,4.4719999999999995,0.949,283.31638,41.83712,15.257
152,6428700,1,8.20396958,169.69138,0.823,2.9667,1024.4,3.01,742.0,71.5,54.4,5015.0,4.499,0.826,286.5657,41.808399,15.376
155,5794379,1,12.71809866,175.35526000000002,0.427,3.0957,1149.4,2.31,562.0,23.6,52.7,4702.0,4.592,0.686,292.91312,41.060921,15.389000000000001
157,5881688,1,4.190425659,171.44122,0.458,2.8589,2877.4,6.21,1234.0,547.9,240.6,6073.0,4.3919999999999995,1.135,293.49661000000003,41.137589,15.27
158,6022556,1,3.7098707839999996,171.98798200000002,0.023,3.0694,2020.3,4.35,1151.0,415.1,116.1,5727.0,4.463,0.978,283.86441,41.346458,15.581
159,6032497,1,16.3297527,177.29506,0.791,6.271,1187.5,3.75,727.0,66.08,74.6,5878.0,4.444,0.987,288.51001,41.301769,15.447000000000001
160,6061119,1,27.807566215999998,186.713552,0.782,4.21587,25391.0,13.84,554.0,22.24,748.1,5862.0,4.584,0.785,296.88821,41.396091,15.482000000000001
161,6191521,1,80.8723469,203.895,0.527,11.195,3604.6,7.59,452.0,9.88,160.9,5510.0,4.2219999999999995,1.238,287.1543,41.565788,15.200999999999999
162,6267425,0,3.166465862,172.002627,1.266,2.9381,4357.2,26.82,954.0,196.31,122.1,4968.0,4.575,0.704,284.86929,41.679192,15.999
163,3531558,1,24.99324319,138.68167,0.686,5.9409,269.6,2.29,712.0,60.88,62.0,5718.0,4.181,1.317,287.36279,38.649601000000004,12.377
164,6276477,1,10.35533116,170.93729,0.029,3.1775,750.6,2.47,777.0,86.22,49.2,5501.0,4.462,0.918,288.9942,41.633282,15.017999999999999
165,6863998,1,16.08518937,180.28319,0.867,3.984,1442.4,3.68,613.0,33.43,62.6,5239.0,4.523,0.826,292.10519,42.380322,15.219000000000001
167,6948054,1,7.49018305,174.95037,0.02,2.7297,1123.6,2.56,753.0,76.06,53.0,5103.0,4.562,0.787,291.63898,42.436321,15.599
170,6435936,1,56.0560754,201.16578,0.018,4.685,1626.0,1.94,233.0,0.69,27.4,3593.0,4.757,0.491,289.50847999999996,41.812119,15.849
171,6522242,1,41.408316686,195.78745,0.377,5.0264,22839.0,11.38,453.0,9.93,907.8,5522.0,4.586,0.747,291.76041000000004,41.944069,15.196
172,6526710,0,39.74893077,172.854644,0.881,7.3051,15179.0,14.21,552.0,21.87,561.1,6122.0,4.487,0.964,293.17929,41.969238,15.344000000000001
173,6587280,1,5.715425977000001,174.87931,0.348,2.5242,908.1,2.47,850.0,123.03,59.4,5237.0,4.572,0.826,285.11047,42.033958,15.085999999999999
174,9471974,1,49.18394185,141.911924,0.035,11.3364,1646.2,8.2,669.0,47.4,355.7,5626.0,3.907,2.057,294.55917,46.062328,12.654000000000002
176,6599919,0,13.61014819,173.98731899999999,1.081,2.594,5732.9,19.02,733.0,68.29,184.1,5697.0,4.46,0.903,289.89777000000004,42.009151,15.06
177,6675056,0,10.44331991,175.4046,0.23,2.743,1159.8,2.66,667.0,46.94,51.7,4947.0,4.516,0.802,286.24356,42.148811,15.546
178,6685526,1,2.237489571,170.81914,0.128,1.8119,315.8,1.41,1160.0,427.17,30.7,5265.0,4.58,0.81,290.00757000000004,42.116459000000006,15.001
179,6756669,0,5.851520671,173.8228336,0.211,3.11058,33004.0,14.62,901.0,155.89,1630.4,5532.0,4.53,0.806,284.08731,42.233230999999996,15.33
180,6784235,1,3.1678934180000002,172.14795900000001,0.026,2.1814,781.2,2.62,1221.0,526.23,64.8,5895.0,4.503,0.94,293.81647000000004,42.212502,15.533
181,6849310,1,4.311780262,173.576483,0.196,2.7251,1154.0,3.11,1038.0,274.84,86.1,5527.0,4.484,0.927,287.24268,42.301369,15.604000000000001
186,6862603,0,2.8611598939999996,171.648106,0.965,1.8832,1014.3,4.37,1355.0,797.1,58.3,6126.0,4.458,1.021,291.67172,42.343109000000005,15.618
187,7366258,1,26.44439337,194.12073999999998,0.03,3.9783,1843.5,3.91,562.0,23.54,88.0,5427.0,4.463,0.929,292.87338,42.966141,15.158
191,7373451,1,21.02250608,207.67593,0.036,4.1072,1772.5,3.07,521.0,17.48,62.4,5067.0,4.585,0.75,294.90972999999997,42.935261,15.859000000000002
193,6949607,1,5.912273234,172.18401200000002,0.17,2.3254,961.4,1.73,585.0,27.72,62.8,4072.0,4.696000000000001,0.57,292.13702,42.42942,15.036
195,7031517,0,12.940668656,179.423014,0.897,2.4845,42450.0,22.94,723.0,64.64,307.5,5875.0,4.572,0.809,291.11969,42.507069,15.215
196,11869052,0,20.5452375,137.91394,0.95,2.517,218.5,2.41,742.0,71.57,18.5,5670.0,4.206,1.264,294.40192,50.172089,12.003
197,7109675,1,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,495.0,14.22,247.9,5149.0,4.447,0.93,289.26874,42.604172,15.262
199,7118364,1,4.347288783,172.23343,0.025,2.1024,451.6,2.36,1174.0,449.79,39.7,5754.0,4.345,1.122,291.96417,42.69614,15.024000000000001
200,7134976,1,4.601811819,169.98108,0.567,2.2607,755.9,2.35,896.0,152.91,60.8,4986.0,4.496,0.833,296.48343,42.663429,15.024000000000001
202,7135852,0,4.220965778,170.622433,0.705,3.0854,2260.0,2.62,595.0,29.68,157.8,3837.0,4.747,0.517,296.69394,42.62611,15.692
203,7270230,0,6.998099523,171.898913,7.361,2.0488,20285.0,588.66,853.0,125.22,192.3,5612.0,4.566,0.829,287.88412,42.832439,15.877
204,7287995,1,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,635.0,38.52,87.2,4261.0,4.641,0.633,293.63696,42.82497,15.019
208,7303253,1,23.58917143,173.81994,0.926,5.073,1200.7,3.16,487.0,13.34,53.3,4919.0,4.566,0.721,297.46002000000004,42.83992,15.315999999999999
209,5094751,1,6.481633072999999,122.97765700000001,0.833,3.784,298.5,2.54,1145.0,406.25,125.6,5945.0,4.213,1.302,290.39273,40.28487,12.365
210,7678434,1,10.37168928,172.61729,0.537,3.035,1254.9,3.2,720.0,63.68,64.5,5121.0,4.457,0.888,290.39322000000004,43.363898999999996,15.193
212,7685981,1,4.40841331,172.18582,0.899,5.012,549.4,2.66,1139.0,398.0,45.1,6007.0,4.457,0.961,292.96555,43.34639,15.662
213,7708215,0,7.9426176,174.52563,0.942,6.703,1590.7,4.68,878.0,140.57,60.4,5811.0,4.521,0.926,299.00142999999997,43.399632000000004,15.26
215,7377033,0,1.956811408,170.694208,1.091,2.1958,24905.0,21.58,1109.0,357.16,125.4,5209.0,4.657,0.603,295.83536000000004,42.943062,15.533
216,7380537,0,2.6888992330000003,170.1020904,0.001,2.11275,37492.0,12.04,929.0,175.76,1011.6,4820.0,4.667,0.639,296.68307000000004,42.967869,15.765999999999998
217,7434875,1,9.439459486,177.186096,0.049,2.8979,3036.1,4.16,686.0,52.32,175.2,5097.0,4.5969999999999995,0.779,288.64252,43.039291,15.067
218,8349582,1,11.523067458,131.969055,0.0,3.8757,507.3,3.13,927.0,174.81,142.0,5644.0,4.162,1.411,284.48245,44.398041,12.345999999999998
221,7455287,1,8.01078456,170.20739,0.192,2.312,1333.6,1.72,453.0,9.9,48.5,3713.0,4.779,0.47,294.77393,43.056301,15.847000000000001
224,7458762,1,7.41113177,175.34753999999998,0.712,2.5242,620.5,2.45,905.0,158.11,50.4,5849.0,4.5169999999999995,0.919,295.65148999999997,43.029831,15.030999999999999
225,7552344,0,1.0007470379999999,169.974229,0.908,0.9967,1823.5,4.14,1620.0,1635.2,147.4,5472.0,4.499,0.79,297.97513,43.164909,15.419
226,757450,1,8.884922995,169.99168600000002,0.069,2.07004,16053.0,10.51,770.0,83.21,388.2,5332.0,4.5,0.843,291.1376,36.577381,15.264000000000001
227,7585481,1,8.09888906,176.623731,0.018,4.2024099999999995,6911.1,8.95,986.0,223.19,435.9,6214.0,4.442,1.076,282.69952,43.272739,15.261
228,7663691,1,10.00653012,176.96898000000002,0.862,5.344,936.1,3.52,876.0,139.21,71.9,6063.0,4.47,1.001,283.63077000000004,43.379397999999995,15.062999999999999
229,5812701,1,17.855221681,146.596466,0.075,7.41287,9065.2,13.16,911.0,163.04,915.7,6823.0,4.308,1.367,297.45374,41.01099,11.353
230,8013419,0,12.732624065,176.939054,0.811,2.2083,6465.7,4.87,432.0,8.22,210.5,3950.0,4.721,0.541,285.16747999999995,43.876339,15.75
231,8018547,0,83.92494032,236.76334,0.658,6.7904,7958.7,4.78,226.0,0.62,182.1,3960.0,4.746,0.509,287.85239,43.897991,15.754000000000001
232,8039892,1,5.007316661,173.433997,0.344,4.2362,6932.3,6.96,998.0,234.28,431.4,5865.0,4.563,0.827,295.53612999999996,43.884449,15.812999999999999
233,8150320,1,2.211116989,170.150139,0.69,1.6485,724.2,1.85,931.0,177.19,42.6,4500.0,4.656000000000001,0.646,285.16832999999997,44.026459,15.790999999999999
235,11086270,1,12.69104387,137.12593999999999,0.008,3.7727,252.1,2.57,1008.0,244.3,60.2,5869.0,4.024,1.626,292.92914,48.60281,12.935
236,7767559,0,4.409409243,171.89433,0.028,3.8636,12861.0,10.95,1101.0,347.06,85.8,5600.0,4.368,0.975,296.41019,43.455391,15.402999999999999
237,7825899,1,16.23947096,175.569907,0.043,4.0374,2590.7,4.14,598.0,30.14,123.8,5191.0,4.564,0.837,293.0614,43.58136,15.258
239,7849854,1,2.052349884,169.890622,0.437,2.0778,14281.0,13.12,1497.0,1183.18,1072.1,5855.0,4.393,1.08,299.56189,43.503559,15.257
240,7870390,1,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,460.0,10.59,58.0,3906.0,4.73,0.509,282.23251,43.66563,15.777000000000001
244,7907423,1,7.11373257,174.32351,0.334,2.1764,807.6,1.16,429.0,8.01,44.4,3561.0,4.855,0.411,296.98505,43.65852,15.234000000000002
247,7938496,0,13.81020318,172.33533,0.791,3.048,1309.7,4.56,833.0,113.75,46.2,5942.0,4.327,1.142,281.96063,43.703109999999995,15.425
248,8490993,1,4.093578461,171.00954,0.93,2.5833,538.6,2.85,1182.0,461.07,36.4,6077.0,4.471,0.999,290.26328,44.55645,15.399000000000001
250,8505670,1,10.8484518,171.80584,0.21,2.9993,1675.6,2.34,499.0,14.66,64.5,4201.0,4.6819999999999995,0.591,295.57935,44.545959,15.058
252,8544996,1,4.082274889,169.63756519999998,0.093,3.23015,17859.0,10.55,1016.0,251.48,1669.1,5655.0,4.581,0.794,284.83047,44.658138,15.198
253,8552202,0,3.8866552239999996,169.73814,0.649,3.1646,581.6,1.87,1010.0,246.29,48.1,5662.0,4.61,0.738,288.72665,44.60751,15.370999999999999
257,8180063,0,5.795063956,172.697467,0.949,3.2496,1692.9,4.33,950.0,192.74,119.4,5865.0,4.563,0.827,296.50754,44.036072,15.289000000000001
258,8226994,1,7.15681552,174.13511,0.45,2.5882,867.0,2.47,782.0,88.23,47.7,5029.0,4.494,0.838,289.59476,44.141949,15.46
261,8247638,1,16.51410989,176.11686,0.395,4.1575,973.5,2.72,655.0,43.57,55.9,5527.0,4.488,0.866,296.56622000000004,44.105862,15.222999999999999
