,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1934,8872048,0,58.35512552,179.39795,,8.45,,,,,,,,,286.07202,45.136711,15.484000000000002
1935,7746958,0,1.204686597,131.90556,0.328,0.823,233.2,1.55,1711.0,2026.81,10.8,5780.0,4.438,1.0,289.67786,43.458134,11.671
1937,6922710,1,23.1274171,145.66194,0.737,4.901,157.3,1.44,667.0,46.89,20.9,5865.0,4.393,1.066,281.56146,42.4505,11.863
1938,11348997,1,5.1324861230000005,132.15985,0.217,1.4575,908.4,1.69,584.0,27.41,35.4,3879.0,4.707,0.578,291.09274,49.190059999999995,15.535
1939,5705819,0,8.77997349,138.48383,0.481,3.2201,755.7,2.12,713.0,61.24,32.7,5191.0,4.5969999999999995,0.764,291.91287,40.953891999999996,15.789000000000001
1940,6696580,1,57.6896212,139.92753000000002,0.924,5.118,1626.6,5.14,512.0,16.19,30.2,6228.0,4.441,1.049,293.29364,42.19635,15.886
1941,11358389,1,10.66489514,132.00871999999998,0.308,3.159,292.6,1.76,865.0,132.15,25.3,6014.0,4.436,1.021,295.62658999999996,49.130428,14.651
1942,7204981,1,5.1233204,132.08472,0.308,2.7466,286.2,1.65,994.0,231.12,25.1,5364.0,4.394,0.982,293.21738,42.720711,15.162
1943,3847907,1,3.5732028010000003,134.934397,0.053,2.88,2975.0,5.81,1210.0,507.91,362.1,5646.0,4.37,1.08,290.76587,38.927959,14.72
1945,6041734,1,24.3398202,136.05813,0.928,3.891,777.3,5.09,737.0,69.79,27.8,5596.0,4.105,1.466,291.60449,41.309360999999996,15.28
1946,5125347,0,7.16520428,132.96921,0.142,1.705,433.8,2.31,1034.0,270.34,17.6,6174.0,4.417,1.103,298.08453,40.283249,15.302
1947,9336200,1,1.755843555,133.15509,0.893,1.9425,386.0,1.94,1343.0,771.02,25.1,5569.0,4.566,0.829,289.14722,45.86618,15.758
1949,4454934,1,33.4698571,140.14977,0.876,4.749,370.7,2.45,609.0,32.52,23.2,5912.0,4.342,1.094,288.82059,39.52282,14.74
1950,9458343,1,11.89520436,132.8908,0.067,3.433,184.3,1.33,787.0,90.77,22.3,5649.0,4.4110000000000005,0.992,288.92401,46.057629,14.152000000000001
1951,7120108,0,1.0258579840000002,131.655621,0.779,0.8069,270.7,1.57,1520.0,1264.7,36.0,5123.0,4.501,0.847,292.51398,42.651759999999996,14.413
1952,10730703,1,5.60013327,135.96495,0.046,2.6508,329.2,1.73,952.0,194.26,22.8,5288.0,4.391,0.978,291.65778,48.009312,15.378
1953,8007644,1,25.2034128,137.56393,0.168,4.515,697.1,2.42,600.0,30.62,22.3,5831.0,4.5169999999999995,0.921,282.14056,43.89658,15.684000000000001
1954,11192235,0,1.615357809,132.7846,0.931,1.1435,499.6,1.37,806.0,99.32,31.2,3821.0,4.755,0.486,292.76993,48.89962,15.655
1957,6525946,0,6.78341325,136.10468,0.665,3.5437,501.2,20.75,2628.0,11295.61,35.3,5096.0,2.435,8.769,292.95416,41.934799,15.357000000000001
1959,8505920,0,42.4269647,156.17193999999998,0.962,5.907,632.4,3.44,496.0,14.33,26.0,5330.0,4.3660000000000005,1.013,295.66287,44.525841,15.001
1960,7918992,1,1.434745129,132.62802,0.108,1.862,200.7,1.5,1664.0,1813.0,28.4,5806.0,4.4,1.064,299.78546,43.67075,14.690999999999999
1962,11308499,1,3.28192056,132.42485,0.223,2.917,191.0,1.6,1326.0,728.9,24.5,5859.0,4.335,1.162,296.85205,49.084438,14.842
1964,9006186,1,5.45298742,134.15183000000002,0.879,2.1328,86.0,0.92,904.0,158.12,21.0,5450.0,4.563,0.842,285.20749,45.38435,12.404000000000002
1966,7802719,1,4.45743267,132.16006000000002,0.175,2.3226,175.7,0.79,732.0,67.7,20.8,4487.0,4.644,0.612,283.12102999999996,43.525639,14.374
1970,5023956,0,1.824649,147.482662,0.901,4.2285,3218.5,5.31,1508.0,1222.28,184.3,6190.0,4.487,0.793,295.24182,40.155209,14.605
1971,12401863,1,2.832647249,131.82641999999998,0.374,2.306,114.7,1.37,1453.0,1054.98,27.5,5865.0,4.266,1.272,288.14477999999997,51.27562,13.467
1972,5534941,0,3.70063251,133.16065,0.71,5.408,68.6,1.24,1329.0,737.02,29.8,5423.0,4.105,1.404,292.25247,40.792721,13.024000000000001
1973,11121752,1,3.93083997,135.19393,0.222,2.932,101.4,1.2,1317.0,711.45,22.0,6038.0,4.284,1.191,282.39462000000003,48.75914,13.652000000000001
1975,2990873,1,16.22378479,136.02454,0.413,2.5462,262.3,1.51,676.0,49.35,20.6,5547.0,4.46,0.925,291.69955,38.145271,14.129000000000001
1976,9307509,0,9.76293284,139.15802,0.499,3.064,553.2,1.94,703.0,57.59,23.6,5052.0,4.503,0.816,300.61969,45.788921,15.245999999999999
1977,10158729,1,58.601926,137.66825,0.392,5.522,396.4,2.06,508.0,15.8,19.1,6250.0,4.44,1.019,297.72314,47.112659,14.649000000000001
1978,6105462,1,25.0823402,134.13568,0.865,6.423,244.6,2.26,776.0,85.76,30.5,6429.0,4.2410000000000005,1.262,284.978,41.420158,13.838
1979,3120355,1,78.0998908,139.49646,0.528,8.422,656.9,3.37,480.0,12.52,23.8,5779.0,4.238,1.284,292.30124,38.26704,14.999
1980,6047072,1,4.27103727,133.14028000000002,0.02,2.2759,180.4,1.22,1108.0,356.54,24.6,5984.0,4.521,0.906,293.26245,41.365120000000005,14.552999999999999
1983,11410904,1,3.53232429,134.74727,0.299,2.765,224.2,1.43,1159.0,427.65,12.8,5761.0,4.492,0.956,295.65148999999997,49.261292,14.972000000000001
1985,3862246,0,4.702495974,136.308468,1.303,2.3421,4787.3,37.24,981.0,219.08,101.1,5408.0,4.476,0.878,294.51746,38.956340999999995,14.915999999999999
1986,4173026,0,10.44087398,137.97113000000002,0.914,3.743,821.5,3.41,829.0,111.52,22.2,5738.0,4.426,0.981,295.164,39.201408,15.104000000000001
1987,10471621,0,39.7557642,150.60745,1.219,1.958,621.8,13.72,325.0,2.64,10.2,4405.0,4.732,0.511,292.37979,47.644611,15.439
1989,5350244,1,12.5722897,143.0663,0.252,4.765,86.5,1.09,886.0,145.82,12.4,6084.0,4.319,1.169,287.85699,40.54718,12.885
1990,5374403,1,40.8366307,152.87346000000002,0.363,4.956,264.8,1.5,496.0,14.3,18.7,5529.0,4.457,0.925,295.10242,40.572392,14.05
1992,11769801,0,29.7123181,151.5603,1.202,70.3707,385.4,46.43,870.0,135.31,130.0,6440.0,3.984,1.921,295.14294,49.993069,11.549000000000001
1994,1995519,1,19.9401211,142.34849,0.862,4.283,758.9,2.42,588.0,28.29,18.0,5623.0,4.596,0.763,286.15015,37.411369,15.922
1995,4914566,1,22.2420032,144.72364,0.897,7.532,63.5,2.04,954.0,195.54,16.2,5979.0,3.8539999999999996,2.164,289.03302,40.086890999999994,12.815999999999999
1996,6198182,0,3.88148385,135.12313999999998,0.252,2.679,36.3,0.59,1156.0,423.0,11.9,5854.0,4.468999999999999,0.979,289.68671,41.588928,12.32
1997,10024051,1,0.5773693360000001,132.425795,0.032,1.0852,400.4,1.42,1757.0,2239.26,68.3,5255.0,4.617,0.716,296.55307,46.96629,14.859000000000002
1998,8676038,0,186.65435483,187.38003390000003,,10.51,,,,,,,,,285.74298,44.85783,15.140999999999998
2001,8073806,0,11.96407399,133.15804,0.903,4.526,784.2,3.21,808.0,100.96,22.9,5903.0,4.437,0.961,280.31487999999996,43.98571,15.360999999999999
2002,10419312,0,2.493237866,132.63633000000002,0.975,2.644,259.2,9.48,2241.0,5975.48,20.7,5002.0,3.344,4.131,297.11157000000003,47.534690999999995,13.962
2003,3234598,1,12.90467523,144.32009,0.553,3.28,412.4,1.49,545.0,20.91,21.2,4513.0,4.574,0.722,291.34259,38.363129,15.07
2004,10453588,1,68.8861017,160.29958,0.241,5.925,143.9,1.47,501.0,14.91,19.5,5753.0,4.2,1.222,283.8851,47.637218,12.464
2005,11125613,1,9.99115241,134.39335,0.691,2.657,391.7,1.68,660.0,44.77,16.7,4838.0,4.524,0.796,285.17334,48.770039000000004,15.311
2006,8074328,0,4.267961416,134.07063,0.255,1.3427,127.4,1.42,1371.0,834.16,24.6,6395.0,4.275,1.237,280.69046000000003,43.919182,13.047
2007,7212184,1,36.292017,132.17691000000002,0.002,8.198,374.7,3.1,694.0,54.91,21.4,5843.0,4.069,1.615,295.23926,42.726479,15.251
2008,6956014,0,0.9255898909999999,169.69275,0.616,1.967,400.8,50.6,6637.0,460202.18,20.6,4094.0,1.6269999999999998,24.488,294.0318,42.468845,10.795
2009,9757613,1,17.25121397,149.886479,0.749,2.0371,2054.8,2.64,385.0,5.17,68.6,3879.0,4.708,0.537,284.94097999999997,46.56654,15.472999999999999
2010,5307858,0,1.8672811459999998,132.07744,1.252,7.495,701.1,31.18,1561.0,1405.94,58.5,6117.0,4.457,1.025,299.41333,40.428478000000005,15.6
2011,6605493,0,9.30991834,136.39785,0.551,3.455,114.5,1.21,913.0,164.38,19.2,5806.0,4.353,1.101,291.60675,42.035919,13.799000000000001
2012,4670217,0,18.1209388,134.17616,0.108,3.781,504.2,1.68,543.0,20.58,15.8,4905.0,4.5360000000000005,0.774,295.70517,39.756840000000004,15.485999999999999
2013,7259298,1,3.23941775,133.98383,0.386,2.569,77.4,0.77,1213.0,511.14,17.2,6075.0,4.541,0.858,282.95694,42.825619,13.658
2014,9574179,0,3.98864999,134.8296,0.355,3.516,94.2,1.15,1233.0,547.73,12.4,5692.0,4.288,1.188,284.72893999999997,46.206478000000004,15.015999999999998
2015,6211812,0,2.524017517,133.85946,0.077,1.1968,303.0,1.5,1203.0,495.14,19.8,5420.0,4.487,0.871,293.94116,41.5905,15.55
2016,11391755,0,25.1123362,146.3464,0.007,7.922,398.8,2.22,691.0,53.73,11.8,6133.0,4.367,1.112,285.36517000000003,49.201561,15.527000000000001
2019,8894646,0,3.55557922,132.75203,0.269,3.24,60.4,0.84,1270.0,615.03,15.5,5839.0,4.337,1.082,294.99585,45.119578999999995,13.845
2021,8611832,1,22.5968256,140.42654,0.062,6.179,142.9,1.3,670.0,47.7,22.2,5610.0,4.301,1.104,286.02612,44.782871,13.584000000000001
2023,5621586,0,5.25419589,133.72952,0.007,2.9878,461.8,2.12,1093.0,338.15,26.1,6123.0,4.4719999999999995,0.987,292.31512000000004,40.838821,15.659
2024,9210387,0,5.90608902,131.56096000000002,0.025,2.409,340.7,1.77,1012.0,247.83,9.3,5966.0,4.493,0.961,288.20763999999997,45.683479,15.466
2025,11852982,0,13.81504449,181.12621000000001,0.868,2.3244,1032.6,1.91,391.0,5.52,46.7,3732.0,4.736000000000001,0.509,284.9986,50.14679,14.216
2026,8559152,1,12.4128518,140.35679,0.711,4.298,108.1,1.5,933.0,179.24,19.4,5945.0,4.196000000000001,1.346,291.4743,44.68351,13.539000000000001
2027,2718778,0,3.92453009,132.40178999999998,0.112,3.691,463.5,1.82,1074.0,314.25,25.3,5776.0,4.553999999999999,0.849,292.6904,37.93457,15.708
2028,3122913,0,11.60653061,134.41637,0.024,2.194,771.7,1.88,584.0,27.47,17.8,4703.0,4.582,0.701,292.90161,38.297081,15.700999999999999
2029,9229657,1,2.66831274,131.68823,0.333,2.4141,266.2,1.48,1252.0,581.38,23.3,5806.0,4.5280000000000005,0.899,296.07568,45.62706,15.552999999999999
2030,10415227,0,2.9322509,133.7648,0.457,2.931,181.2,1.33,1312.0,700.81,13.1,6106.0,4.487,0.966,295.85266,47.503578000000005,15.662
2031,5175024,1,23.4772553,145.3641,0.013,6.735,141.4,1.34,738.0,70.05,17.6,6384.0,4.361000000000001,1.121,288.09564,40.365971,13.972999999999999
2032,9026749,1,66.5576728,181.3241,0.254,10.532,214.2,4.96,757.0,77.68,21.3,5734.0,3.591,3.405,293.57394,45.384541,14.074000000000002
2033,12216278,0,2.01948607,132.9238,0.977,5.248,275.4,2.15,1430.0,988.37,27.9,5884.0,4.481,0.944,295.5582,50.828388000000004,15.415
2034,9159242,0,3.04468229,132.464,0.623,5.951,71.4,0.86,1244.0,566.03,22.2,5575.0,4.363,0.98,293.67426,45.517239000000004,14.027999999999999
2035,12061096,0,15.05028313,141.53521999999998,0.3125,1.848,615.2,2.46,735.0,69.16,13.4,5887.0,4.49,0.989,291.13638,50.575939,15.612
2036,5794240,1,2.455240626,170.821762,0.144,1.72722,36912.0,10.6,730.0,67.3,1341.6,3793.0,4.697,0.568,292.87289,41.06427,15.979000000000001
2037,6933567,1,9.08233411,139.65489,0.262,2.008,296.9,1.35,734.0,68.75,15.8,5354.0,4.587,0.788,286.60416000000004,42.440319,15.4
2038,9993529,0,0.7905399120000001,131.87702,0.008,1.0567,277.3,1.24,1502.0,1200.65,31.5,4791.0,4.541,0.767,282.40594,46.90448,14.864
2039,11303815,0,1.705782214,133.15607,0.709,1.007,278.0,1.82,1455.0,1060.41,11.5,5387.0,4.38,1.009,295.06241,49.049278,15.272
2041,9654468,0,47.7052566,146.3164,0.918,5.959,1161.5,2.89,347.0,3.42,22.8,4551.0,4.609,0.672,294.00543,46.310691999999996,16.22
2043,10027247,1,86.829519,189.26162,0.953,7.464,751.0,1.68,196.0,0.35,15.1,3576.0,4.791,0.463,297.48669,46.996712,15.474
2044,6343170,1,9.95667035,136.5827,0.949,3.534,586.8,3.41,946.0,189.48,16.8,6165.0,4.365,1.115,283.2645,41.711449,15.309000000000001
2045,7107802,1,10.41728722,137.45784,0.12,4.125,210.4,1.64,870.0,135.34,20.3,5557.0,4.288,1.151,288.58835,42.605659,14.745999999999999
2046,11752632,1,0.984941669,133.31801000000002,0.045,1.9724,81.4,1.49,2335.0,7044.68,22.9,5825.0,4.046,1.662,285.40494,49.99474,13.835
2047,10028535,1,0.663085361,131.97961,0.841,1.1522,322.7,1.6,1681.0,1894.94,35.3,5172.0,4.6,0.767,297.84148999999996,46.967682,15.304
2048,7047207,1,19.1187425,138.42824,0.74,6.805,217.5,2.33,823.0,108.48,20.5,5862.0,4.148,1.463,295.59125,42.555240999999995,14.838
2049,5212220,0,1.08749101,131.77034,0.979,1.6192,126.4,4.91,3081.0,21388.7,33.5,5988.0,3.594,3.204,297.85938,40.326939,13.214
2050,9964748,0,1.183818383,131.88403,0.17,1.393,84.3,0.91,1775.0,2337.65,12.7,6014.0,4.459,0.992,297.04852,46.867981,14.675
2051,9842937,0,4.98845099,133.74684,0.041,7.453,193.9,1.33,1055.0,292.71,23.3,5695.0,4.4110000000000005,0.961,296.44901,46.623589,15.331
2053,8247770,0,8.28157072,136.25775,0.042,3.1,139.2,1.37,956.0,197.82,12.9,5640.0,4.288,1.175,296.603,44.14082,14.273
2054,6867588,0,0.82628442,132.26993000000002,0.28,0.9603,134.9,0.96,1629.0,1654.69,25.6,5218.0,4.548,0.829,293.13705,42.350479,14.434000000000001
2055,7501646,0,6.37705295,136.91384,0.234,1.949,502.8,2.15,935.0,180.66,17.9,5672.0,4.503,0.965,281.59235,43.177879,15.522
2056,11962284,1,8.83929462,135.54125,0.924,1.719,316.2,1.94,778.0,86.5,14.8,5330.0,4.4910000000000005,0.87,290.98922999999996,50.30806,15.102
2057,2573056,0,0.631795416,132.53963000000002,0.433,1.0703,145.2,1.88,2797.0,14547.08,24.7,6414.0,4.173,1.519,290.84713999999997,37.864052,14.675999999999998
2058,6842682,1,7.56126152,135.6368,0.253,2.851,180.6,1.2,891.0,149.17,15.7,5853.0,4.529,0.895,284.28713999999997,42.35561,14.64
2059,8890150,1,34.9897847,144.20911999999998,0.034,4.208,498.5,1.14,292.0,1.71,11.5,3765.0,4.725,0.521,293.51108,45.136589,15.987
2061,8838950,0,2.27050106,133.54216,0.473,1.903,106.7,0.55,903.0,157.05,15.9,4671.0,4.721,0.528,298.41931,45.071442,14.363
2062,11360805,1,26.7838935,140.75396,0.036,4.584,365.3,1.59,523.0,17.69,20.9,5242.0,4.512,0.856,296.55005,49.102321999999994,14.802999999999999
2064,12453581,1,11.94019101,136.55603,0.348,2.866,631.7,1.86,625.0,35.99,15.6,5073.0,4.607,0.748,287.52203,51.375858,15.912
2065,11922678,0,3.51295674,133.78198,0.499,3.06,83.1,1.1,1434.0,999.6,22.5,6453.0,4.3260000000000005,1.17,295.96283,50.24025,13.51
2066,11179076,1,48.4313003,141.45612,0.846,4.03,886.4,2.78,396.0,5.81,17.3,4891.0,4.516,0.805,285.23245,48.806721,15.605
2067,5364071,1,7.203855862,170.285731,0.037,2.5418,1765.9,2.25,509.0,15.87,101.1,3834.0,4.708,0.539,292.29458999999997,40.591789,15.264000000000001
2068,5959719,1,6.73808701,133.32953,0.148,2.591,92.9,0.73,786.0,90.19,14.4,5168.0,4.566,0.769,291.62878,41.208599,13.942
2069,5544903,0,7.57571414,138.2166,0.413,2.357,418.5,2.45,1075.0,315.8,12.8,6418.0,4.395,1.171,295.0174,40.728001,15.614
2070,5542983,0,4.76887671,132.09888,0.654,1.672,115.8,2.11,1532.0,1303.61,20.0,6063.0,3.926,1.855,294.50977,40.726452,13.388
2071,8256453,0,1.347512632,132.127858,1.252,1.9817,2651.8,23.45,1346.0,775.18,88.7,5316.0,4.585,0.685,298.77756,44.119942,15.894
2073,4551663,0,12.07760884,140.46287,0.264,2.233,151.0,1.03,708.0,59.51,14.0,5370.0,4.471,0.845,288.77112,39.66798,14.165999999999999
2074,12257999,0,18.55581565,132.07105,0.073,5.372,565.9,20.83,1793.0,2442.24,33.2,5988.0,2.9819999999999998,8.841,291.28772000000004,50.909149,13.505999999999998
2075,6922203,0,13.33094869,133.78632,1.199,1.426,725.6,25.95,815.0,104.37,17.1,5991.0,4.394,1.039,281.26013,42.403290000000005,14.847000000000001
2077,7021681,1,27.52194772,189.824523,0.35,4.047,2312.8,2.47,314.0,2.28,106.5,3780.0,4.746,0.511,287.85812000000004,42.542629,15.107999999999999
2078,4346178,1,16.1289679,143.75518,0.968,6.271,389.0,2.94,715.0,61.87,21.3,5392.0,4.314,1.087,285.27643,39.446911,15.022
2079,9664142,1,13.5631157,140.65364,0.704,5.438,336.4,1.75,733.0,68.41,15.4,5853.0,4.529,0.895,297.33945,46.347252000000005,15.785
2080,10018233,1,16.2959916,133.90784,0.213,2.116,369.6,1.83,678.0,49.81,15.7,5495.0,4.442,0.961,294.47832999999997,46.945862,15.243
2081,8081899,1,4.16056658,132.27418,0.069,2.61,75.8,0.7,985.0,222.54,16.3,5481.0,4.574,0.815,284.90302,43.953959999999995,13.889000000000001
2082,10189557,0,2.93101771,131.92959,0.523,2.231,199.1,1.15,1134.0,390.28,15.0,5485.0,4.5,0.788,283.02725,47.249882,15.484000000000002
2083,8478994,1,39.79220077,175.250558,0.019,4.466,610.4,1.9,458.0,10.38,179.5,5437.0,4.571000000000001,0.781,284.05953999999997,44.518215000000005,9.705
2084,9965184,0,16.2276756,136.62586000000002,0.633,3.699,525.8,2.11,648.0,41.57,20.5,5328.0,4.447,0.883,297.18564,46.825298,15.388
2085,9911882,0,1.595630597,136.13782,1.21,1.793,259.6,17.94,1346.0,778.05,18.3,5632.0,4.6160000000000005,0.729,299.07828,46.786159999999995,15.112
2086,8631504,0,14.8200596,133.39933,0.059,3.902,184.9,0.96,552.0,21.92,21.9,4825.0,4.603,0.732,294.39105,44.762959,14.145999999999999
2087,8110767,0,20.49041,144.41978999999998,0.011,4.369,661.8,2.34,625.0,36.01,23.3,5681.0,4.524,0.923,296.18829,43.936852,15.93
2088,5471574,0,0.9628270659999999,132.20516999999998,1.079,4.48,86.3,29.27,3399.0,31471.91,28.7,6534.0,3.647,3.028,297.68881,40.643661,13.398
2089,6767840,1,8.679037,140.90423,0.224,2.864,301.6,1.79,949.0,191.84,19.9,6117.0,4.42,1.027,288.77182,42.213219,15.18
2090,8379705,0,11.1296971,138.57573,0.572,2.942,371.0,1.93,843.0,119.44,14.7,6122.0,4.487,0.964,296.60141,44.32526,15.859000000000002
2091,9896018,0,2.7296036,133.28661,0.509,2.721,145.6,1.53,1455.0,1056.15,18.4,5887.0,4.292,1.235,293.98871,46.718021,15.147
2092,11037511,1,3.11604194,133.84988,0.195,1.7763,345.2,1.59,1123.0,375.55,18.8,5591.0,4.559,0.86,295.35446,48.5154,15.79
2094,11818872,0,12.7372371,136.0162,0.364,3.358,100.8,0.87,697.0,55.82,12.9,5420.0,4.502,0.868,294.35092000000003,50.081089,13.463
2095,11771430,0,40.0306267,148.85882,0.322,4.815,214.5,2.01,617.0,34.19,19.5,5855.0,4.227,1.373,295.84653,49.936131,13.628
2096,5513012,1,0.679336747,132.856178,0.209,1.2188,240.7,1.4,1883.0,2982.78,36.7,5440.0,4.4910000000000005,0.913,283.92004,40.740131,14.159
2098,8074805,0,170.8658492,299.660385,0.684,16.9895,29841.0,24.4,387.0,5.33,897.0,5989.0,4.221,1.324,281.05593999999996,43.92374,14.412
2099,2437505,0,21.47642727,149.26156,0.006,5.5498,348130.0,59.5,655.0,43.52,124.8,5780.0,4.438,1.0,290.23032,37.777481,17.29
2101,11253827,1,88.5122014,182.67266,0.242,6.8214,2518.7,4.7,390.0,5.47,63.1,5593.0,4.45,0.945,296.13281,48.977402000000005,11.921
2102,3533469,0,10.21507506,133.64546,0.1,3.395,258.6,1.5,780.0,87.48,17.4,5406.0,4.433,0.95,288.10607999999996,38.659061,14.338
2103,8956706,0,8.3806973,134.7287,0.5317,3.028,650.8,1.91,701.0,57.04,4.6,5062.0,4.601,0.735,293.24487,45.298279,15.97
2104,7047363,1,31.0572947,147.56275,0.335,3.401,636.6,1.85,480.0,12.57,15.8,5395.0,4.615,0.734,295.62469,42.545898,15.956
2105,11968463,1,15.1622287,144.474,0.959,7.332,479.8,3.12,829.0,111.74,28.5,6325.0,4.409,1.112,294.33847000000003,50.33654,15.212
2107,8836888,0,7.10397925,136.33096,0.192,1.5398,370.5,1.51,818.0,105.84,16.8,5488.0,4.584,0.789,297.90738,45.032309999999995,15.164000000000001
2108,9880190,1,4.5513988,133.05954,0.248,2.457,188.7,1.13,907.0,159.65,19.4,5009.0,4.4910000000000005,0.84,286.48364,46.752621000000005,15.035
2110,5392702,0,12.2141545,141.3677,1.175,10.262,535.8,18.13,683.0,51.37,24.7,5435.0,4.578,0.824,299.03641,40.583172,15.352
2111,8429566,0,3.732261,131.93795,0.4,2.054,153.6,1.09,1119.0,369.47,15.7,5762.0,4.495,0.867,291.35867,44.424252,14.834000000000001
2112,10387742,0,3.03267135,134.0668,0.238,1.774,42.4,0.6,1187.0,468.31,15.6,5640.0,4.492,0.921,283.42911000000004,47.59251,12.623
2113,7673841,1,5.34182466,136.3186,0.07,3.577,70.5,0.95,1125.0,379.09,19.2,5767.0,4.287,1.135,288.66077,43.36808,13.455
2114,9827149,1,2.131945045,133.65547,0.209,1.8061,269.4,1.66,1418.0,955.16,22.9,5845.0,4.468999999999999,1.013,290.17618,46.698341,15.545
2115,5546691,1,12.9462567,139.4165,0.109,9.568,168.7,1.13,764.0,80.34,15.7,6058.0,4.54,0.867,295.46234,40.77697,15.079
2116,12156347,0,5.77957133,136.53014,0.946,2.5213,396.6,1.5,598.0,30.22,18.9,4102.0,4.687,0.581,289.74277,50.787040999999995,15.484000000000002
2117,8636539,0,6.77367892,138.07568,0.228,3.579,150.7,1.33,1083.0,324.84,15.1,6392.0,4.425,1.072,296.00543,44.718509999999995,15.024000000000001
2118,9283156,0,5.22402436,132.85379,0.12,2.608,48.1,0.58,941.0,185.16,15.1,5487.0,4.512,0.84,292.76175,45.727242,12.869000000000002
2119,8547429,0,11.6601667,140.62188999999998,0.983,5.882,181.0,2.08,834.0,114.36,20.4,5791.0,4.381,1.083,286.22463999999997,44.654469,14.405999999999999
2120,8803882,0,89.465468,170.8426,0.931,9.88,67.9,2.57,549.0,21.43,5.7,5192.0,3.773,2.46,284.79694,45.099090999999994,12.998
2121,9893318,1,18.0161227,145.24168999999998,0.023,4.016,499.5,2.39,768.0,82.38,16.7,6245.0,4.406000000000001,1.065,292.86984,46.741859000000005,15.394
2122,6864885,0,40.8777605,163.43477,1.262,9.745,719.1,29.55,526.0,18.15,23.6,5930.0,4.489,0.937,292.35745,42.389148999999996,15.59
2123,5097868,0,6.80243431,132.40355,1.0,3.817,249.1,2.6,895.0,151.72,14.9,5836.0,4.561,0.816,291.37408,40.263371,15.187999999999999
2124,8570333,1,84.5733346,150.152,0.024,5.762,891.6,2.59,366.0,4.26,20.4,5418.0,4.543,0.888,295.62927,44.69062,15.758
2126,5036705,1,4.14789051,135.53291000000002,0.878,3.829,137.6,1.93,1389.0,878.32,16.4,6150.0,4.223,1.417,297.90578999999997,40.162861,14.725
2127,9574158,0,15.92108138,147.0537,0.972,1.5443,716.8,3.14,645.0,40.88,16.1,5595.0,4.57,0.82,284.71988,46.25079,15.523
2128,9653622,0,19.0054098,144.15573999999998,1.228,1.843,542.4,28.47,758.0,78.19,20.2,6347.0,4.423,1.036,293.66885,46.37925,14.839
2129,4391348,0,1.96433113,131.65195,0.16,2.381,139.1,1.33,1638.0,1704.63,14.2,6306.0,4.405,1.121,297.40906,39.490292,15.083
2130,7294743,0,2.81043228,133.40821,0.351,3.874,47.4,1.43,1701.0,1978.53,17.8,5415.0,3.8680000000000003,2.079,295.45367000000005,42.858799,13.388
2131,8947520,1,0.9685276829999999,131.50954,0.941,1.3672,114.6,1.21,1677.0,1867.0,16.9,5580.0,4.538,0.886,289.88437000000005,45.211498,14.511
2132,10468885,1,0.664074145,133.40285,0.525,1.0925,212.6,1.19,1703.0,1998.48,20.9,5178.0,4.585,0.797,291.27898999999996,47.687649,15.645
2133,12016267,0,11.7489907,135.68045,0.1228,4.043,36.7,1.01,1114.0,363.51,12.5,6440.0,4.081,1.655,293.50702,50.450119,11.638
2136,5725087,0,0.366197145,133.55969,0.319,1.2335,275.3,51.34,9983.0,2335438.28,16.7,4448.0,1.694,31.5,296.9679,40.926769,11.059000000000001
2137,10489206,1,4.164384505,171.08793500000002,0.59,1.8464,2338.0,2.54,590.0,28.75,132.1,3808.0,4.754,0.508,298.25812,47.604939,14.752
2138,3426367,1,2.10433534,133.31611999999998,0.872,1.1168,242.1,0.79,662.0,45.34,20.7,3605.0,4.837,0.433,285.92888999999997,38.520981,14.488
2139,5562090,1,28.8431751,143.82307,0.913,3.171,756.7,2.66,491.0,13.77,15.0,5151.0,4.5280000000000005,0.785,298.73523,40.76416,15.652000000000001
2140,11548140,0,1.378649746,169.780113,0.099,1.2232,22462.0,6.51,734.0,68.34,172.2,3440.0,4.82,0.439,285.18512000000004,49.565369,15.373
2141,12110786,0,1.112207126,131.8505,0.402,1.35,54.7,0.73,1797.0,2467.09,13.0,6046.0,4.486000000000001,0.972,291.5321,50.681599,13.823
2142,5342061,0,64.034363,159.0432,0.985,9.174,758.8,3.47,411.0,6.72,16.9,5691.0,4.561,0.783,284.11978,40.524281,15.341
2143,3654095,0,1.303576682,133.0758,0.08,1.021,245.5,1.51,1694.0,1940.45,22.1,6045.0,4.494,0.955,293.62442000000004,38.732479,14.834000000000001
2144,5078939,0,1.958577398,132.26115,0.59,2.388,453.0,1.8,1252.0,579.19,24.5,5402.0,4.5680000000000005,0.816,284.14609,40.272331,15.902000000000001
2145,6867555,1,5.19103699,135.21628,0.117,4.222,290.1,1.92,1183.0,462.91,25.2,6321.0,4.417,1.125,293.12737999999996,42.320099,15.437999999999999
2146,5339567,1,4.86638504,134.01501000000002,0.176,2.296,143.8,1.32,1121.0,372.7,17.1,5688.0,4.333,1.111,282.99973,40.557449,13.987
2147,4459924,0,4.79176993,134.03502,0.372,4.52,116.6,0.81,883.0,143.74,23.0,5138.0,4.5360000000000005,0.756,290.23987,39.564529,14.287
